ID_Vuelo,Aerolinea,Origen,Destino,Fecha_Programada,Hora_Salida_UTC,Tipo_Avion,Capacidad_Pasajeros,Pasajeros_Reservados,Distancia_KM,Clase_Tarifa,Costo_Base,Impuestos
DL6412,GlobalAir,MAD,SCL,2025-03-20,08:00,B737,210,176,2071,Negocios,979.36,270.75
LA798,GlobalAir,CDG,LIM,2025-05-16,00:00,A380,550,457,3624,Negocios,897.34,230.05
LA6069,FlyFast,SCL,BUE,2025-02-27,16:30,A320,180,109,2700,Negocios,2175.36,244.31
AA6624,GlobalAir,FRA,LIM,2025-02-13,21:00,B737,210,135,2165,Primera,6493.55,407.87
DL1455,GlobalAir,CDG,LIM,2025-10-26,19:00,B787,300,224,2860,Primera,6980.45,383.52
LA1916,AeroSky,MIA,CDG,2025-03-29,02:30,B787,300,234,6536,Primera,4697.99,710.11
LA1200,AirCorp,MAD,CDG,2025-08-24,03:30,A320,180,134,961,Primera,4626.9,405.02
IB4810,FlyFast,CDG,JFK,2025-08-28,00:30,A380,550,498,7559,Económica,206.25,61.33
IB6028,FlyFast,CDG,LIM,2025-10-25,19:30,A380,550,452,7567,Negocios,1104.08,273.25
AA3299,GlobalAir,FRA,SCL,2025-11-30,05:00,B737,210,187,1204,Primera,4952.12,722.51
AA5827,AeroSky,LIM,SCL,2025-07-23,01:00,A320,180,166,1068,Negocios,2494.16,254.74
DL4218,AeroSky,SCL,MAD,2025-02-27,07:30,A320,180,123,2898,Primera,6679.62,327.33
IB7487,AirCorp,JFK,BUE,2025-10-31,03:30,A380,550,425,5550,Económica,415.84,80.17
LA6818,AeroSky,LIM,FRA,2025-12-06,22:30,A320,180,144,3190,Negocios,1390.17,118.6
DL2558,AirCorp,CDG,LIM,2025-12-12,12:00,A320,180,118,2241,Primera,6851.41,751.55
DL6139,AeroSky,BUE,LIM,2025-03-06,18:30,A320,180,173,4057,Económica,480.26,51.38
AA4788,AirCorp,FRA,MAD,2025-03-30,23:30,B737,210,170,1281,Negocios,1857.31,235.65
LA7007,FlyFast,MIA,LIM,2025-01-07,04:00,B787,300,269,6546,Negocios,853.47,132.33
DL8501,AirCorp,CDG,MAD,2025-08-12,17:30,B737,210,154,2311,Económica,543.82,53.96
IB8682,AirCorp,MIA,CDG,2025-04-17,13:30,A320,180,137,3899,Negocios,1061.38,139.57
IB282,GlobalAir,SCL,JFK,2025-05-31,00:00,B787,300,233,9342,Primera,5191.85,577.51
LA3168,GlobalAir,SCL,JFK,2025-05-25,00:00,A320,180,152,2968,Negocios,1906.41,204.87
DL6666,AeroSky,FRA,SCL,2025-01-29,16:30,B737,210,171,3793,Negocios,954.5,238.66
IB3246,AirCorp,CDG,FRA,2025-11-24,01:30,B787,300,216,7242,Negocios,1533.86,261.55
AA3973,GlobalAir,SCL,BUE,2025-03-30,19:00,A320,180,167,2379,Económica,398.1,70.98
DL8494,GlobalAir,LIM,FRA,2025-08-13,22:30,A320,180,159,2289,Primera,6132.41,681.61
IB5948,FlyFast,LIM,CDG,2025-04-09,00:00,B737,210,130,4336,Negocios,2132.34,194.35
LA7593,FlyFast,MAD,JFK,2025-11-26,16:00,B737,210,200,4433,Negocios,876.45,143.39
DL7667,GlobalAir,JFK,SCL,2025-05-11,18:30,A320,180,146,2015,Económica,591.88,77.11
DL2435,GlobalAir,LIM,SCL,2025-08-19,06:00,B737,210,150,2863,Primera,4147.01,621.71
IB5295,GlobalAir,MIA,LIM,2025-07-13,01:00,A380,550,455,2590,Económica,565.87,68.13
LA6217,GlobalAir,SCL,MIA,2025-03-11,17:30,A380,550,538,7980,Económica,495.45,86.43
DL8763,GlobalAir,MIA,FRA,2025-03-17,19:00,B787,300,275,7198,Negocios,1164.71,174.85
AA3620,GlobalAir,BUE,FRA,2025-01-06,00:30,B737,210,154,501,Primera,6135.98,428.42
IB7252,AirCorp,MIA,MAD,2025-03-31,21:30,A320,180,162,3090,Económica,402.67,72.84
DL7531,GlobalAir,MIA,SCL,2025-11-17,18:00,A380,550,545,5434,Económica,479.49,90.99
AA2182,FlyFast,CDG,FRA,2025-03-19,15:00,A380,550,534,7867,Económica,300.05,81.49
AA5516,FlyFast,CDG,SCL,2025-04-20,23:00,A320,180,142,2639,Económica,194.29,80.66
AA510,FlyFast,JFK,SCL,2025-07-21,12:30,A320,180,149,2021,Negocios,1421.99,279.53
DL4188,AeroSky,FRA,BUE,2025-10-30,08:00,A320,180,130,1805,Primera,4058.67,494.11
AA3434,AeroSky,JFK,MIA,2025-07-25,22:30,A380,550,525,3443,Económica,150.83,95.59
DL2154,AeroSky,BUE,LIM,2025-05-28,17:30,A380,550,354,7835,Primera,7520.9,522.17
DL2561,GlobalAir,BUE,SCL,2025-02-13,06:00,B787,300,239,9255,Primera,7548.89,414.28
DL1962,GlobalAir,MAD,SCL,2025-08-02,16:30,B787,300,213,4382,Negocios,2234.52,158.15
AA2524,GlobalAir,BUE,MAD,2025-07-09,17:30,B737,210,204,3005,Negocios,1745.68,282.77
LA4635,AeroSky,BUE,MAD,2025-03-01,20:00,B737,210,174,2832,Primera,6911.98,365.73
AA8638,GlobalAir,SCL,MAD,2025-03-26,22:00,A380,550,520,8232,Negocios,1799.67,226.49
IB8527,AirCorp,MAD,BUE,2025-03-31,03:30,B787,300,262,9900,Económica,586.23,50.88
AA2485,AeroSky,FRA,MIA,2025-06-16,13:30,B787,300,272,2313,Económica,384.64,82.37
AA3815,GlobalAir,LIM,MIA,2025-07-22,04:30,A380,550,418,5687,Primera,6430.74,638.12
DL8865,GlobalAir,BUE,MAD,2025-09-23,09:00,A320,180,119,4155,Negocios,943.38,142.42
IB6712,AirCorp,LIM,MIA,2025-11-20,13:00,B737,210,173,2530,Negocios,2310.28,136.0
AA6008,AirCorp,MIA,FRA,2025-01-06,03:30,B787,300,182,9060,Negocios,1240.16,109.58
LA2723,FlyFast,SCL,JFK,2025-01-20,00:30,A380,550,535,3539,Negocios,1697.99,297.32
DL574,AeroSky,MIA,MAD,2025-12-21,09:30,A320,180,172,3801,Primera,5929.1,304.94
DL4868,GlobalAir,CDG,JFK,2025-06-23,14:30,A380,550,503,7497,Negocios,2332.76,212.43
IB5643,FlyFast,JFK,SCL,2025-04-16,05:00,A380,550,512,7517,Económica,415.59,77.45
IB1752,GlobalAir,MAD,JFK,2025-01-27,00:00,B737,210,136,4046,Negocios,1900.31,228.35
DL668,GlobalAir,FRA,JFK,2025-02-12,16:30,A380,550,467,8638,Económica,222.85,57.07
IB9619,AirCorp,FRA,SCL,2025-07-24,14:30,A320,180,169,4023,Primera,5363.0,714.33
AA3330,AeroSky,LIM,MIA,2025-04-28,06:00,A380,550,341,7234,Negocios,1887.48,207.09
DL9149,FlyFast,MIA,BUE,2025-07-27,19:30,A320,180,179,3128,Negocios,1428.54,151.13
LA818,AirCorp,SCL,JFK,2025-10-22,15:30,A320,180,144,2079,Primera,4471.13,360.15
LA8588,GlobalAir,LIM,CDG,2025-09-12,15:30,A380,550,479,2224,Primera,4132.57,411.7
IB8404,GlobalAir,SCL,MIA,2025-10-27,20:30,A380,550,466,2433,Económica,165.79,60.81
AA9754,AirCorp,MAD,JFK,2025-01-23,15:30,B787,300,232,4222,Primera,7284.73,305.94
AA8738,AirCorp,SCL,MIA,2025-09-12,04:30,A320,180,145,786,Económica,532.72,85.42
AA2460,AirCorp,MAD,MIA,2025-05-19,01:00,B787,300,240,7130,Negocios,2275.43,157.34
LA6546,FlyFast,MIA,FRA,2025-03-27,23:30,A380,550,510,3028,Primera,7381.59,588.97
IB4729,AirCorp,CDG,JFK,2025-08-04,00:00,B737,210,159,3613,Negocios,1130.36,268.75
AA4671,AeroSky,MIA,LIM,2025-06-14,14:30,B787,300,260,5788,Primera,7477.76,761.2
DL8642,FlyFast,BUE,MAD,2025-11-10,04:00,A380,550,489,5416,Negocios,2461.6,232.74
IB4192,AeroSky,SCL,LIM,2025-12-04,19:00,B787,300,200,7817,Primera,6594.07,459.41
LA683,AirCorp,MAD,CDG,2025-12-13,03:30,A320,180,162,3019,Primera,7797.25,648.58
LA6383,FlyFast,CDG,FRA,2025-09-30,04:00,A320,180,117,4262,Primera,6858.84,582.72
AA4367,GlobalAir,LIM,MAD,2025-03-19,12:00,B737,210,155,1349,Primera,7079.66,524.59
AA3236,AeroSky,SCL,JFK,2025-12-27,23:00,B737,210,203,2979,Primera,7475.31,697.82
LA5032,AeroSky,BUE,MAD,2025-05-17,14:30,B787,300,227,6643,Económica,530.85,86.19
AA8704,AirCorp,MAD,BUE,2025-07-05,00:00,B787,300,193,4975,Negocios,1108.28,249.82
LA5515,AirCorp,CDG,MAD,2025-08-06,17:00,B737,210,147,1144,Económica,277.71,77.19
DL1041,AirCorp,MIA,JFK,2025-09-23,08:00,A320,180,148,3499,Económica,405.14,75.84
AA6354,AeroSky,JFK,BUE,2025-04-22,04:30,B787,300,285,3271,Negocios,1256.87,192.17
IB7384,AirCorp,MIA,BUE,2025-04-19,04:00,B787,300,210,3002,Económica,161.35,51.32
DL8544,AeroSky,SCL,FRA,2025-06-28,16:00,B737,210,144,4030,Primera,3291.0,625.29
IB7198,AeroSky,FRA,MIA,2025-10-30,10:00,B787,300,260,2518,Económica,201.03,84.92
AA5205,FlyFast,SCL,JFK,2025-07-23,01:00,A380,550,449,6687,Económica,235.12,75.3
AA3661,FlyFast,SCL,MIA,2025-12-31,08:30,B787,300,278,9216,Negocios,1714.03,136.47
LA1904,AirCorp,FRA,SCL,2025-03-21,10:00,B787,300,223,9865,Económica,378.82,50.87
IB4167,AirCorp,JFK,BUE,2025-11-21,18:30,B787,300,257,5145,Económica,477.4,82.22
DL3975,AirCorp,MAD,LIM,2025-12-09,21:00,B737,210,204,1844,Económica,364.32,72.84
LA4115,GlobalAir,LIM,SCL,2025-05-17,22:00,A380,550,463,6640,Negocios,1835.29,131.34
LA5552,FlyFast,LIM,CDG,2025-03-23,01:30,A380,550,367,6729,Negocios,1005.13,215.42
AA6016,GlobalAir,JFK,SCL,2025-01-06,04:30,A380,550,522,4589,Primera,5505.67,627.0
DL9158,AeroSky,SCL,CDG,2025-02-02,18:30,A380,550,434,2554,Económica,548.48,86.33
LA4437,AirCorp,JFK,FRA,2025-03-22,14:00,A380,550,479,8898,Negocios,987.64,166.17
LA5828,FlyFast,LIM,FRA,2025-04-10,18:00,A320,180,171,4377,Económica,288.87,53.97
IB3262,AirCorp,MAD,LIM,2025-08-01,04:00,A320,180,133,4387,Negocios,2381.62,204.07
IB4108,GlobalAir,MAD,JFK,2025-02-09,10:00,A320,180,147,3486,Primera,6798.86,468.29
LA137,AeroSky,CDG,FRA,2025-10-18,02:30,A320,180,157,4061,Económica,475.94,67.26
AA1394,AirCorp,FRA,JFK,2025-07-22,09:00,A320,180,109,1876,Primera,5684.04,438.96
AA6284,FlyFast,JFK,SCL,2025-08-08,07:00,A320,180,153,3721,Económica,169.07,50.0
LA8769,GlobalAir,LIM,BUE,2025-04-08,17:30,B737,210,139,2194,Primera,7402.48,741.78
LA1534,GlobalAir,FRA,JFK,2025-04-25,02:00,B787,300,236,8008,Primera,5225.79,543.67
DL1048,AeroSky,MIA,BUE,2025-02-16,15:30,A320,180,146,2733,Negocios,1708.08,291.89
AA8469,AeroSky,SCL,JFK,2025-09-28,11:30,B787,300,206,7667,Primera,4863.98,616.67
LA5519,AeroSky,SCL,JFK,2025-11-08,08:00,A320,180,131,3611,Primera,4317.08,761.93
AA5244,AirCorp,BUE,MAD,2025-09-27,11:00,A380,550,388,8633,Primera,4436.55,485.34
LA7838,FlyFast,FRA,MIA,2025-04-05,05:00,B787,300,189,4087,Económica,538.07,72.18
IB2242,AirCorp,BUE,CDG,2025-05-14,02:30,A320,180,174,1232,Negocios,1286.26,148.45
LA9066,GlobalAir,JFK,MAD,2025-06-03,11:00,A380,550,497,5907,Negocios,1042.34,120.68
DL6159,GlobalAir,MAD,BUE,2025-05-11,01:00,B787,300,182,3184,Negocios,942.31,226.59
AA7820,GlobalAir,CDG,SCL,2025-02-03,23:00,B787,300,213,8340,Negocios,1458.61,147.92
LA8727,GlobalAir,SCL,JFK,2025-06-01,15:00,B787,300,259,5980,Primera,7575.62,524.91
LA1169,FlyFast,FRA,MAD,2025-05-19,00:00,A320,180,127,2928,Económica,163.61,58.8
DL2311,GlobalAir,FRA,CDG,2025-02-02,07:00,A380,550,500,6520,Económica,462.01,62.65
DL8304,AirCorp,CDG,LIM,2025-05-10,15:30,B787,300,235,7933,Económica,295.44,99.85
AA4534,GlobalAir,CDG,MIA,2025-08-20,15:30,B787,300,228,9988,Económica,538.14,93.24
AA1457,FlyFast,MIA,CDG,2025-09-01,13:30,A380,550,460,8109,Económica,235.71,85.23
IB829,AeroSky,SCL,JFK,2025-08-16,12:30,A320,180,158,3790,Negocios,2203.34,172.6
IB8026,FlyFast,LIM,MIA,2025-07-01,07:00,A380,550,438,2666,Negocios,1053.63,194.49
DL5349,FlyFast,JFK,BUE,2025-07-24,17:00,A320,180,110,2210,Negocios,1692.98,293.4
IB7578,GlobalAir,MAD,BUE,2025-08-14,17:30,B737,210,163,693,Negocios,1446.81,246.6
DL648,AirCorp,FRA,MAD,2025-07-24,07:00,B737,210,182,1363,Negocios,2028.03,231.66
DL5498,AeroSky,MIA,MAD,2025-07-01,14:00,A380,550,452,7123,Primera,7568.95,651.76
DL9705,AirCorp,JFK,SCL,2025-11-04,22:00,B737,210,200,1544,Primera,4005.73,706.74
DL1672,GlobalAir,LIM,MIA,2025-08-16,14:30,B737,210,183,3883,Económica,593.27,78.91
LA8827,AeroSky,LIM,JFK,2025-10-10,04:00,A320,180,164,4417,Primera,4590.57,644.71
DL7393,AeroSky,MIA,CDG,2025-04-10,23:00,A380,550,404,5502,Primera,5153.55,768.17
AA3824,AirCorp,CDG,LIM,2025-09-02,07:00,A320,180,124,1363,Primera,7850.08,677.34
IB316,AeroSky,FRA,MAD,2025-02-03,10:00,B787,300,276,3215,Negocios,2240.13,124.42
LA4532,AirCorp,CDG,MAD,2025-07-26,13:00,A320,180,113,1982,Económica,461.69,90.83
AA9617,AeroSky,MIA,JFK,2025-04-01,23:00,B787,300,206,4129,Primera,3586.63,636.88
AA6967,GlobalAir,BUE,FRA,2025-04-27,22:30,A320,180,148,1302,Económica,423.36,60.53
LA6992,GlobalAir,FRA,LIM,2025-05-30,18:00,A380,550,516,7628,Primera,4622.77,355.5
IB1580,FlyFast,MIA,MAD,2025-12-25,15:30,B737,210,138,1664,Negocios,1764.3,267.71
IB8183,AirCorp,MIA,LIM,2025-04-06,01:30,A320,180,161,800,Económica,471.63,99.92
LA4657,AeroSky,LIM,MIA,2025-04-23,16:30,B737,210,207,2396,Primera,3293.41,620.69
IB2065,AeroSky,SCL,JFK,2025-08-31,20:00,A380,550,495,2761,Económica,522.21,57.22
LA2932,AeroSky,BUE,JFK,2025-06-29,01:00,A320,180,135,3997,Negocios,2225.68,116.45
AA1501,GlobalAir,SCL,CDG,2025-09-09,19:00,A320,180,114,4235,Económica,232.17,98.04
IB7318,FlyFast,JFK,FRA,2025-02-20,04:00,B737,210,157,1116,Negocios,2000.23,272.09
IB4823,AeroSky,JFK,MAD,2025-06-30,12:00,B737,210,206,3365,Primera,6188.1,344.25
DL8571,GlobalAir,MAD,CDG,2025-04-06,08:00,A320,180,179,3127,Económica,593.3,64.98
IB2915,AirCorp,CDG,BUE,2025-06-05,21:00,B787,300,249,8590,Negocios,1721.46,264.03
IB3626,AeroSky,BUE,SCL,2025-05-28,05:00,A380,550,370,2645,Negocios,2293.1,179.26
LA5485,AirCorp,MIA,FRA,2025-08-26,01:00,B737,210,131,1457,Negocios,1519.89,193.74
LA7054,GlobalAir,MAD,CDG,2025-06-05,22:00,A380,550,527,6712,Económica,329.34,67.21
AA1059,AirCorp,SCL,JFK,2025-05-12,08:30,A380,550,402,3833,Primera,6126.0,615.72
LA3204,GlobalAir,MIA,SCL,2025-01-10,09:00,B737,210,141,682,Primera,7044.53,433.91
DL6503,GlobalAir,BUE,FRA,2025-09-22,11:30,B737,210,199,963,Económica,392.73,51.42
AA9309,AirCorp,MIA,CDG,2025-02-22,09:30,B787,300,250,6913,Primera,4178.61,779.0
LA304,AeroSky,FRA,JFK,2025-01-06,17:30,A380,550,411,3239,Primera,7723.55,608.47
DL1956,AirCorp,BUE,CDG,2025-11-09,23:00,A380,550,471,7219,Económica,171.64,56.55
AA4883,AirCorp,MAD,JFK,2025-01-26,22:30,A320,180,109,3917,Económica,471.19,71.65
LA4646,AeroSky,JFK,BUE,2025-03-31,06:30,B787,300,241,6392,Económica,579.81,98.0
IB2413,GlobalAir,SCL,MAD,2025-08-24,04:30,B787,300,180,3070,Negocios,2086.41,217.34
LA645,AirCorp,MAD,BUE,2025-02-17,17:00,B737,210,158,2266,Primera,3712.07,682.56
AA8819,AeroSky,SCL,LIM,2025-01-26,06:30,A380,550,534,7835,Económica,511.85,88.71
LA6312,AeroSky,CDG,LIM,2025-04-06,21:00,B787,300,235,6564,Económica,540.12,97.84
AA1823,AeroSky,LIM,BUE,2025-09-21,09:00,B787,300,249,4794,Económica,386.02,77.51
IB1807,FlyFast,FRA,SCL,2025-01-19,17:00,A380,550,484,8019,Negocios,2016.85,264.41
DL1974,FlyFast,FRA,LIM,2025-05-26,02:00,B737,210,160,738,Negocios,896.05,191.36
LA2079,GlobalAir,JFK,MIA,2025-03-10,10:00,B787,300,259,4024,Económica,559.78,59.2
AA4073,FlyFast,SCL,CDG,2025-01-19,06:00,B787,300,225,8379,Primera,3898.28,480.12
DL5517,FlyFast,SCL,MIA,2025-11-01,12:30,B737,210,172,3855,Negocios,1318.39,194.74
IB2669,AeroSky,FRA,MAD,2025-05-20,19:00,A380,550,501,7646,Primera,3303.37,708.59
AA1310,AeroSky,SCL,MAD,2025-01-08,20:00,A320,180,143,2970,Negocios,1325.71,108.07
DL200,FlyFast,SCL,FRA,2025-01-03,09:30,A320,180,118,1102,Económica,561.15,88.19
LA1990,GlobalAir,MAD,CDG,2025-09-25,03:00,A320,180,130,905,Negocios,1139.52,216.97
LA6407,GlobalAir,CDG,LIM,2025-10-27,07:30,A380,550,462,3028,Económica,385.52,50.13
IB5126,AirCorp,CDG,MIA,2025-04-02,06:00,B737,210,133,2723,Primera,5727.66,359.35
LA4332,FlyFast,LIM,MIA,2025-12-15,21:30,B787,300,227,7281,Económica,159.97,64.06
AA5443,AirCorp,MIA,LIM,2025-05-15,08:30,A320,180,159,2288,Primera,6979.07,798.35
IB5638,GlobalAir,CDG,JFK,2025-11-25,07:00,A320,180,134,835,Primera,6114.93,441.55
AA2777,AeroSky,LIM,JFK,2025-09-28,23:30,B787,300,221,3593,Económica,154.02,59.68
AA1239,GlobalAir,JFK,BUE,2025-07-03,13:00,B737,210,130,4439,Negocios,1577.98,171.02
AA1183,GlobalAir,SCL,MIA,2025-03-04,12:30,A380,550,454,4631,Económica,256.43,52.22
AA5345,AeroSky,SCL,MIA,2025-02-23,18:30,A380,550,533,5936,Primera,6552.82,606.37
LA6158,FlyFast,MIA,JFK,2025-08-23,00:30,B737,210,138,1747,Primera,3337.13,438.06
LA5770,FlyFast,MIA,LIM,2025-08-07,17:00,B787,300,256,7208,Económica,205.71,87.95
LA2574,AeroSky,LIM,MAD,2025-11-17,23:30,A320,180,170,526,Primera,7914.96,656.48
DL9242,AirCorp,LIM,CDG,2025-02-08,14:00,A380,550,377,4436,Negocios,2390.28,205.72
LA2116,FlyFast,LIM,BUE,2025-08-30,15:30,A380,550,461,7220,Económica,365.43,95.49
IB2588,AirCorp,JFK,SCL,2025-03-21,13:30,B737,210,152,4107,Económica,497.98,86.73
AA7417,AeroSky,MAD,FRA,2025-09-08,04:00,B737,210,173,1199,Económica,478.3,82.04
LA2799,FlyFast,BUE,MAD,2025-03-30,17:00,B737,210,190,2864,Primera,6358.17,760.47
AA2232,GlobalAir,MAD,BUE,2025-06-12,15:30,A380,550,448,5236,Primera,7612.43,721.97
IB1049,FlyFast,SCL,MAD,2025-10-28,16:30,B737,210,158,934,Negocios,1540.77,157.27
IB6195,AirCorp,CDG,BUE,2025-12-03,05:30,A320,180,150,4411,Negocios,2357.79,255.8
IB2421,AirCorp,SCL,JFK,2025-09-27,18:30,A380,550,492,2761,Negocios,1776.61,155.79
IB2594,AeroSky,MAD,JFK,2025-07-03,05:30,B787,300,289,7441,Primera,4017.02,355.08
DL6251,FlyFast,MIA,LIM,2025-02-11,00:00,A380,550,426,9128,Económica,366.51,99.57
AA1247,AirCorp,SCL,JFK,2025-01-17,03:30,A320,180,163,2249,Primera,4375.93,516.05
DL781,FlyFast,MAD,BUE,2025-12-05,21:00,A380,550,448,4115,Económica,418.88,93.11
AA2758,GlobalAir,FRA,LIM,2025-11-17,16:00,B787,300,298,7540,Primera,4405.0,779.43
IB6344,GlobalAir,JFK,BUE,2025-11-17,07:30,A380,550,401,8603,Negocios,1243.25,231.84
DL7375,FlyFast,MAD,BUE,2025-01-20,20:00,A380,550,400,4807,Económica,277.79,72.8
DL9698,AeroSky,SCL,JFK,2025-10-09,08:30,A320,180,152,1095,Negocios,838.42,114.54
IB1974,AeroSky,MAD,LIM,2025-01-12,02:30,B787,300,214,7460,Negocios,1713.1,105.14
IB4925,AeroSky,CDG,BUE,2025-01-02,15:30,B787,300,261,6910,Negocios,1596.93,105.34
AA754,AeroSky,LIM,CDG,2025-10-26,19:00,A380,550,339,4596,Negocios,1772.01,112.16
AA8220,GlobalAir,JFK,FRA,2025-02-18,09:00,A380,550,480,6131,Negocios,1768.8,133.52
LA8240,FlyFast,JFK,MIA,2025-04-07,10:00,A320,180,127,1442,Primera,4069.65,578.45
IB1828,FlyFast,FRA,LIM,2025-11-16,10:00,A320,180,137,1549,Primera,5279.12,383.62
AA7296,GlobalAir,MAD,FRA,2025-10-21,21:00,A380,550,532,7623,Negocios,1657.05,286.49
LA6595,FlyFast,MAD,BUE,2025-10-27,13:30,A380,550,534,6832,Económica,482.39,53.42
DL5741,AeroSky,JFK,CDG,2025-03-26,18:00,A320,180,121,1542,Primera,3631.21,513.77
DL6191,AeroSky,SCL,MAD,2025-10-06,22:00,B787,300,290,4043,Económica,591.29,50.44
DL6532,FlyFast,MAD,FRA,2025-11-26,20:00,B787,300,249,6863,Primera,7408.44,724.18
IB9548,GlobalAir,CDG,FRA,2025-07-26,10:30,A380,550,501,3438,Primera,3080.17,430.76
DL7259,GlobalAir,MAD,JFK,2026-01-01,10:00,A380,550,397,4445,Primera,4787.36,720.42
DL6947,AeroSky,MAD,BUE,2025-04-29,07:30,A320,180,120,2508,Primera,3541.06,359.4
LA6536,GlobalAir,MIA,SCL,2025-05-13,21:30,B787,300,192,2406,Primera,4504.55,775.22
LA7612,AeroSky,JFK,SCL,2025-09-20,20:00,A380,550,544,5298,Negocios,1669.51,275.44
LA5854,GlobalAir,JFK,SCL,2025-04-16,10:00,A320,180,133,4419,Económica,296.51,52.17
IB2649,GlobalAir,JFK,MAD,2025-07-06,17:30,B787,300,296,8884,Primera,3526.84,334.25
AA6902,FlyFast,BUE,SCL,2025-11-10,15:30,B787,300,226,9444,Negocios,2292.65,104.8
LA247,GlobalAir,CDG,BUE,2025-04-10,10:30,B787,300,192,7090,Primera,7922.31,371.85
IB9109,AeroSky,LIM,SCL,2025-11-01,01:30,A320,180,151,3567,Primera,7460.74,653.84
DL7908,AeroSky,MIA,LIM,2025-10-19,22:00,A380,550,388,7919,Económica,313.86,67.92
DL9964,GlobalAir,JFK,MIA,2025-12-26,05:00,A380,550,539,9410,Negocios,882.47,104.24
DL5928,FlyFast,MAD,JFK,2025-08-23,04:00,A320,180,156,2928,Primera,4661.38,738.42
IB4557,AirCorp,SCL,MIA,2025-05-07,19:30,B737,210,162,2029,Primera,7045.96,624.15
AA517,FlyFast,JFK,CDG,2025-10-22,23:30,A380,550,490,2576,Negocios,2451.43,216.52
LA6928,AirCorp,BUE,FRA,2025-09-28,19:30,A380,550,347,5478,Negocios,870.42,209.09
IB8243,GlobalAir,JFK,LIM,2025-07-11,01:30,A380,550,467,4387,Económica,376.41,80.69
LA647,GlobalAir,MAD,JFK,2025-06-27,23:30,B737,210,202,547,Primera,4594.48,517.99
IB1698,AeroSky,CDG,BUE,2025-06-19,04:00,A380,550,380,7046,Económica,517.05,92.84
AA6851,AeroSky,FRA,CDG,2025-10-19,17:30,B737,210,164,3862,Económica,418.44,73.9
LA1978,FlyFast,MIA,FRA,2025-04-21,01:30,A320,180,168,2082,Económica,306.23,66.42
DL1827,AirCorp,MIA,SCL,2025-09-16,04:00,B737,210,189,743,Negocios,1932.81,145.12
IB5251,FlyFast,CDG,BUE,2025-08-17,01:30,A320,180,149,2378,Negocios,888.67,147.33
LA4465,FlyFast,CDG,LIM,2025-01-09,19:30,B787,300,215,8050,Económica,371.24,64.34
LA4715,FlyFast,FRA,MIA,2025-11-10,22:00,B737,210,170,3169,Primera,6783.72,693.74
LA3693,GlobalAir,JFK,LIM,2025-11-19,15:00,A380,550,536,6556,Económica,381.07,52.63
AA9485,AirCorp,MIA,MAD,2025-03-10,20:30,A380,550,520,3809,Económica,364.06,76.74
AA4559,AeroSky,SCL,FRA,2025-02-26,11:00,B787,300,291,9415,Negocios,1285.2,188.18
DL7174,GlobalAir,LIM,CDG,2025-02-16,14:00,A380,550,352,9685,Negocios,2483.53,116.68
DL3724,AeroSky,LIM,FRA,2025-06-04,04:30,B787,300,227,5369,Primera,7050.74,304.03
DL3122,AeroSky,CDG,FRA,2025-07-14,20:00,A380,550,420,2911,Negocios,2434.64,259.01
AA8069,GlobalAir,CDG,BUE,2025-10-28,22:30,A320,180,129,1061,Económica,452.7,66.32
DL5775,AeroSky,FRA,SCL,2025-12-17,10:00,A380,550,458,9378,Económica,580.46,93.65
LA5688,AeroSky,JFK,MIA,2025-10-08,03:30,B787,300,188,2072,Primera,4593.75,787.82
IB3877,FlyFast,JFK,FRA,2025-09-23,08:30,A320,180,147,2003,Negocios,1701.79,164.97
IB1104,GlobalAir,CDG,MAD,2025-01-30,06:30,B737,210,204,667,Económica,411.72,72.98
DL3939,AirCorp,BUE,LIM,2025-08-11,11:30,B787,300,183,3392,Negocios,1121.52,292.94
LA7886,GlobalAir,CDG,MIA,2025-05-06,22:30,B737,210,138,3672,Económica,397.05,87.38
DL6695,AirCorp,CDG,LIM,2025-01-11,16:00,B787,300,239,8358,Económica,498.21,65.63
AA3368,GlobalAir,MAD,JFK,2025-06-16,12:00,B787,300,275,3190,Económica,562.85,70.56
DL7049,AeroSky,LIM,CDG,2025-08-07,23:00,A320,180,137,4070,Primera,7849.63,513.04
LA7939,GlobalAir,MIA,SCL,2025-06-27,13:30,A380,550,335,3676,Negocios,1590.73,253.88
AA5317,AirCorp,SCL,BUE,2025-09-05,14:00,A380,550,423,7974,Económica,198.48,83.02
LA124,FlyFast,MAD,LIM,2025-04-28,17:30,B737,210,141,802,Primera,4512.5,440.22
AA5663,AeroSky,JFK,BUE,2025-01-09,20:00,B737,210,168,2051,Negocios,1320.34,200.82
DL4434,GlobalAir,LIM,CDG,2025-06-01,00:00,A320,180,144,1689,Económica,588.75,93.04
LA4217,GlobalAir,CDG,JFK,2025-03-06,00:00,A380,550,548,9844,Económica,548.91,77.56
AA9022,AirCorp,FRA,LIM,2025-05-18,12:30,B787,300,285,8492,Económica,453.34,82.03
LA3424,AeroSky,JFK,FRA,2025-08-26,17:00,A320,180,179,1672,Primera,7098.35,726.38
AA452,GlobalAir,SCL,FRA,2025-05-01,19:30,B787,300,229,3015,Primera,3400.05,672.88
LA2161,AeroSky,LIM,MIA,2025-10-04,04:30,B787,300,202,9154,Primera,6205.74,394.36
DL8097,GlobalAir,CDG,SCL,2025-05-13,00:30,A320,180,154,4086,Negocios,959.85,215.55
